source,input_text,output_text,normalized_input,structured_text
gretelai/symptom_to_diagnosis,I have a rash all over my body and I feel really sick. I have a fever and a headache and I don't know what's wrong.,chicken pox,i have a rash all over my body and i feel really sick i have a fever and a headache and i don t know what s wrong,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a rash all over my body and I feel really sick. I have a fever and a headache and I don't know what's wrong.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have red, watery eyes and my sinuses are tight. I have trouble breathing and I'm tired. My lymph nodes are swollen and I have a lot of throat mucous.",common cold,i have red watery eyes and my sinuses are tight i have trouble breathing and i m tired my lymph nodes are swollen and i have a lot of throat mucous,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have red, watery eyes and my sinuses are tight. I have trouble breathing and I'm tired. My lymph nodes are swollen and I have a lot of throat mucous.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a fever, headache, and swollen lymph nodes. I feel weak and fatigued. I'm having trouble concentrating because of the fever.",chicken pox,i have a fever headache and swollen lymph nodes i feel weak and fatigued i m having trouble concentrating because of the fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever, headache, and swollen lymph nodes. I feel weak and fatigued. I'm having trouble concentrating because of the fever.
POSSIBLE_CONDITION: chicken pox
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have a fever and I feel dizzy and lightheaded. My heart is beating very fast and I feel very confused. I can't think very clearly and everything feels foggy.,drug reaction,i have a fever and i feel dizzy and lightheaded my heart is beating very fast and i feel very confused i can t think very clearly and everything feels foggy,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever and I feel dizzy and lightheaded. My heart is beating very fast and I feel very confused. I can't think very clearly and everything feels foggy.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a fever, headache, and a rash on my arms and face. I'm also worried about the red sores around my nose and lips.",impetigo,i have a fever headache and a rash on my arms and face i m also worried about the red sores around my nose and lips,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a fever, headache, and a rash on my arms and face. I'm also worried about the red sores around my nose and lips.
POSSIBLE_CONDITION: impetigo
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have a skin condition that causes dry, flaky patches on my skin. I also have joint pain and the skin on my knees and elbows is peeling off.",psoriasis,i have a skin condition that causes dry flaky patches on my skin i also have joint pain and the skin on my knees and elbows is peeling off,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have a skin condition that causes dry, flaky patches on my skin. I also have joint pain and the skin on my knees and elbows is peeling off.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a headache, chest pain, dizziness, and trouble concentrating.",hypertension,i ve been having a headache chest pain dizziness and trouble concentrating,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a headache, chest pain, dizziness, and trouble concentrating.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling sick and feel like I'm going to throw up. There's a sharp pain behind my eyes, and my back is covered in red spots.",dengue,i ve been feeling sick and feel like i m going to throw up there s a sharp pain behind my eyes and my back is covered in red spots,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling sick and feel like I'm going to throw up. There's a sharp pain behind my eyes, and my back is covered in red spots.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having constipation and belly pain for a few days now. The belly pain has been getting worse and is starting to affect my daily life. I also get chills every night, followed by a mild fever.",typhoid,i ve been having constipation and belly pain for a few days now the belly pain has been getting worse and is starting to affect my daily life i also get chills every night followed by a mild fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having constipation and belly pain for a few days now. The belly pain has been getting worse and is starting to affect my daily life. I also get chills every night, followed by a mild fever.
POSSIBLE_CONDITION: typhoid
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have been taking this medication for a while and I have gained a lot of weight. I have also been craving different foods and have been eating more than I used to.,drug reaction,i have been taking this medication for a while and i have gained a lot of weight i have also been craving different foods and have been eating more than i used to,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been taking this medication for a while and I have gained a lot of weight. I have also been craving different foods and have been eating more than I used to.
POSSIBLE_CONDITION: drug reaction
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been feeling really run down and sick. I've been sneezing a lot and I can't seem to get warm. My head hurts and I feel like I have a fever.,common cold,i ve been feeling really run down and sick i ve been sneezing a lot and i can t seem to get warm my head hurts and i feel like i have a fever,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really run down and sick. I've been sneezing a lot and I can't seem to get warm. My head hurts and I feel like I have a fever.
POSSIBLE_CONDITION: common cold
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I feel sick to my stomach, lightheaded, and dizzy. My throat is swollen and I can't breathe well. I sometimes feel pain in my chest and nausea at night.",allergy,i feel sick to my stomach lightheaded and dizzy my throat is swollen and i can t breathe well i sometimes feel pain in my chest and nausea at night,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I feel sick to my stomach, lightheaded, and dizzy. My throat is swollen and I can't breathe well. I sometimes feel pain in my chest and nausea at night.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I've been drinking a lot more water and going to the bathroom more often. My mouth and throat are always dry. I've also been hungrier than usual.,diabetes,i ve been drinking a lot more water and going to the bathroom more often my mouth and throat are always dry i ve also been hungrier than usual,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been drinking a lot more water and going to the bathroom more often. My mouth and throat are always dry. I've also been hungrier than usual.
POSSIBLE_CONDITION: diabetes
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have red spots on my body that are itchy and inflamed. I also have a high fever and chills.,dengue,i have red spots on my body that are itchy and inflamed i also have a high fever and chills,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have red spots on my body that are itchy and inflamed. I also have a high fever and chills.
POSSIBLE_CONDITION: dengue
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,I have noticed that my skin has been dry and itchy. There are some red patches on my skin that are covered in a silver like dusting.,psoriasis,i have noticed that my skin has been dry and itchy there are some red patches on my skin that are covered in a silver like dusting,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have noticed that my skin has been dry and itchy. There are some red patches on my skin that are covered in a silver like dusting.
POSSIBLE_CONDITION: psoriasis
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been experiencing headaches, chest pain, and dizziness. I've also been having trouble walking and concentrating.",hypertension,i ve been experiencing headaches chest pain and dizziness i ve also been having trouble walking and concentrating,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been experiencing headaches, chest pain, and dizziness. I've also been having trouble walking and concentrating.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having a really high fever, chills, and nausea. I've also been sweating a lot and my muscles hurt. I feel really queasy and have a headache.",malaria,i ve been having a really high fever chills and nausea i ve also been sweating a lot and my muscles hurt i feel really queasy and have a headache,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having a really high fever, chills, and nausea. I've also been sweating a lot and my muscles hurt. I feel really queasy and have a headache.
POSSIBLE_CONDITION: malaria
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I have been feeling very sick lately. I have been having a lot of itching, vomiting, and fatigue. I have also lost a lot of weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been having some abdominal pain.",jaundice,i have been feeling very sick lately i have been having a lot of itching vomiting and fatigue i have also lost a lot of weight and have a high fever my skin has turned yellow and my urine is dark i have also been having some abdominal pain,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I have been feeling very sick lately. I have been having a lot of itching, vomiting, and fatigue. I have also lost a lot of weight and have a high fever. My skin has turned yellow and my urine is dark. I have also been having some abdominal pain.
POSSIBLE_CONDITION: jaundice
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having chest pain, dizziness, and a headache that feels like it's in a narrow zone around my head.",hypertension,i ve been having chest pain dizziness and a headache that feels like it s in a narrow zone around my head,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having chest pain, dizziness, and a headache that feels like it's in a narrow zone around my head.
POSSIBLE_CONDITION: hypertension
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been having trouble swallowing, and my throat is sore. My nose has been running, and I've been sneezing a lot.",allergy,i ve been having trouble swallowing and my throat is sore my nose has been running and i ve been sneezing a lot,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been having trouble swallowing, and my throat is sore. My nose has been running, and I've been sneezing a lot.
POSSIBLE_CONDITION: allergy
SOURCE: gretelai/symptom_to_diagnosis"
gretelai/symptom_to_diagnosis,"I've been feeling really tired and achy, and I can't seem to shake this cough. When I cough, my chest hurts and my heart feels like it's racing. I've also been coughing up a lot of nasty, rusty-colored phlegm.",pneumonia,i ve been feeling really tired and achy and i can t seem to shake this cough when i cough my chest hurts and my heart feels like it s racing i ve also been coughing up a lot of nasty rusty colored phlegm,"TYPE: SYMPTOM_NL
PATIENT_DESCRIPTION: I've been feeling really tired and achy, and I can't seem to shake this cough. When I cough, my chest hurts and my heart feels like it's racing. I've also been coughing up a lot of nasty, rusty-colored phlegm.
POSSIBLE_CONDITION: pneumonia
SOURCE: gretelai/symptom_to_diagnosis"
